from_cinema,to_cinema,from_nearest_station,to_nearest_station,walk_from_cinema_to_station_min,metro_in_vehicle_min_est,walk_station_to_cinema_min,total_metro_transfer_min_est,note
临港演艺中心,上海百丽宫影城（环贸iapm店）,Dishui Lake,South Shaanxi Road,13.6,131.2,8.2,153.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,上海百丽宫影城（长宁来福士店）,Dishui Lake,Zhongshan Park,13.6,138.6,9.2,161.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,上海百丽宫影城（陆家嘴中心店）,Dishui Lake,Shangcheng Road,13.6,115.7,6.4,135.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,上海百美汇影城（静安嘉里中心店）,Dishui Lake,Jing'an Temple,13.6,132.1,10.1,155.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,上海科技影城,Dishui Lake,South Shaanxi Road,13.6,131.2,13.6,158.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,上海美琪大戏院,Dishui Lake,West Nanjing Road,13.6,128.7,10.1,152.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,上海艺海剧院,Dishui Lake,West Nanjing Road,13.6,128.7,17.6,159.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,世纪友谊影城（LUXE南方商城店）,Dishui Lake,Lianhua Road,13.6,149.3,8.9,171.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,久事·上海商城剧院,Dishui Lake,Jing'an Temple,13.6,132.1,8.0,153.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,九棵树未来艺术中心,Dishui Lake, Jingping Road,13.6,181.2,166.7,361.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,佰映三克映画,Dishui Lake,Changping Road,13.6,135.0,15.1,163.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,兰心大戏院,Dishui Lake,South Shaanxi Road,13.6,131.2,10.7,155.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,博悦汇影城(BFC外滩金融中心店),Dishui Lake,Lujiazui,13.6,119.1,19.6,152.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,和平影都,Dishui Lake,People's Square,13.6,125.4,6.6,145.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,嘉定影剧院,Dishui Lake,North Jiading,13.6,197.5,28.9,240.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,国泰电影院,Dishui Lake,South Shaanxi Road,13.6,131.2,7.2,152.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,天山电影院-宛平剧院影城,Dishui Lake,Shanghai Stadium,13.6,135.0,15.1,163.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,天山电影院-虹桥艺术中心旗舰店,Dishui Lake,Loushanguan Road,13.6,141.8,5.4,160.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,寰映影城（大融城店）,Dishui Lake,Xingzhi Road,13.6,149.0,14.0,176.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,星轶STARX影剧院（上海宝山日月光店）,Dishui Lake,Changzhong Road,13.6,154.7,12.2,180.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,曹杨影城,Dishui Lake,Fengqiao Road,13.6,143.2,12.9,169.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,朵云轩杜比全景声影城,Dishui Lake,Longcao Road,13.6,135.5,12.1,161.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,沪东工人文化宫东宫影剧院,Dishui Lake,Ningguo Road,13.6,127.0,23.0,163.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,黄浦剧场,Dishui Lake,Qufu Road,13.6,127.8,13.0,154.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,CGV影城（松江印象城杜比ULTRA 4DX店）,Jing'an Temple,Songjiang University Town,8.0,66.8,22.3,97.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,CGV影城（白玉兰广场IMAX店）,Jing'an Temple,Tilanqiao,8.0,17.3,6.2,31.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,CGV影城（青浦天空万科广场IMAX店）,Jing'an Temple,East Xujing,8.0,33.6,36.5,78.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,CMG融媒影城,Jing'an Temple,Longhua Middle Road,8.0,11.0,16.5,35.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,MOViE MOViE影城（前滩太古里店）,Jing'an Temple,Oriental Sports Center,8.0,23.0,5.9,36.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,SFC上影影城（丁香路LUXE店）,Jing'an Temple,Middle Yanggao Road,8.0,23.3,10.1,41.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,SFC上影影城（国华广场店）,Jing'an Temple,Jiangwan Stadium,8.0,30.4,12.6,51.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,SFC上影影城（港汇永华IMAX激光店）,Jing'an Temple,Xujiahui,8.0,9.0,8.7,25.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,SFC上影百联影城（八佰伴IMAX店）,Jing'an Temple,Shangcheng Road,8.0,20.7,8.1,36.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,SFC动漫主题影院（美罗城店）,Jing'an Temple,Xujiahui,8.0,9.0,7.1,24.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,SFC永华电影荟（世纪汇店）,Jing'an Temple,Pudian Road,8.0,21.3,11.3,40.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,UME影城（上海新天地店）,Jing'an Temple,South Huangpi Road,8.0,6.7,9.3,24.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,万达影城（五角场万达广场激光IMAX店）,Jing'an Temple,Jiangwan Stadium,8.0,30.4,8.2,46.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,万达影城（崇明万达广场店）,Jing'an Temple,North Jiangyang Road,8.0,61.3,333.7,403.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,万达影城（金山万达广场店）,Jing'an Temple,Minhang Development Zone,8.0,67.8,390.8,466.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海大光明电影院,Jing'an Temple,People's Square,8.0,6.7,9.9,24.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海市沪北电影院,Jing'an Temple,North Xizang Road,8.0,15.0,13.9,36.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海影城SHO,Jing'an Temple,Jiaotong University,8.0,7.4,8.3,23.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海百丽宫影城（万象城店）,Jing'an Temple,Longbai Xincun,8.0,25.2,15.7,48.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海百丽宫影城（环贸iapm店）,Jing'an Temple,South Shaanxi Road,8.0,5.2,8.2,21.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海百丽宫影城（长宁来福士店）,Jing'an Temple,Zhongshan Park,8.0,6.5,9.2,23.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海百丽宫影城（陆家嘴中心店）,Jing'an Temple,Shangcheng Road,8.0,20.7,6.4,35.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海百美汇影城（静安嘉里中心店）,Jing'an Temple,Jing'an Temple,8.0,0.0,10.1,18.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海科技影城,Jing'an Temple,South Shaanxi Road,8.0,5.2,13.6,26.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海美琪大戏院,Jing'an Temple,West Nanjing Road,8.0,3.4,10.1,21.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,上海艺海剧院,Jing'an Temple,West Nanjing Road,8.0,3.4,17.6,28.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,世纪友谊影城（LUXE南方商城店）,Jing'an Temple,Lianhua Road,8.0,26.6,8.9,43.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,临港演艺中心,Jing'an Temple,Dishui Lake,8.0,132.1,13.6,153.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,九棵树未来艺术中心,Jing'an Temple, Jingping Road,8.0,58.5,166.7,233.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,佰映三克映画,Jing'an Temple,Changping Road,8.0,2.9,15.1,26.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,兰心大戏院,Jing'an Temple,South Shaanxi Road,8.0,5.2,10.7,23.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,博悦汇影城(BFC外滩金融中心店),Jing'an Temple,Lujiazui,8.0,13.0,19.6,40.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,和平影都,Jing'an Temple,People's Square,8.0,6.7,6.6,21.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,嘉定影剧院,Jing'an Temple,North Jiading,8.0,65.4,28.9,102.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
久事·上海商城剧院,国泰电影院,Jing'an Temple,South Shaanxi Road,8.0,5.2,7.2,20.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
